entry_index,positive_affect_llm,negative_affect_llm,model,status,error
1151,0.7,0.3,gpt-4.1-mini,success,
1173,0.9,0.0,gpt-4.1-mini,success,
1191,0.85,0.1,gpt-4.1-mini,success,
1211,0.7,0.0,gpt-4.1-mini,success,
1224,0.3,0.5,gpt-4.1-mini,success,
1244,0.4,0.5,gpt-4.1-mini,success,
1260,0.4,0.6,gpt-4.1-mini,success,
1280,0.2,0.1,gpt-4.1-mini,success,
1310,0.8,0.0,gpt-4.1-mini,success,
1345,0.8,0.0,gpt-4.1-mini,success,
1355,0.2,0.1,gpt-4.1-mini,success,
1366,0.1,0.6,gpt-4.1-mini,success,
1392,0.0,0.0,gpt-4.1-mini,success,
1410,0.6,0.0,gpt-4.1-mini,success,
1422,0.9,0.1,gpt-4.1-mini,success,
1429,0.6,0.0,gpt-4.1-mini,success,
1435,0.2,0.1,gpt-4.1-mini,success,
1444,0.3,0.1,gpt-4.1-mini,success,
1451,0.7,0.1,gpt-4.1-mini,success,
1460,0.6,0.0,gpt-4.1-mini,success,
1466,0.85,0.0,gpt-4.1-mini,success,
1473,0.7,0.2,gpt-4.1-mini,success,
1481,0.6,0.1,gpt-4.1-mini,success,
1489,0.6,0.2,gpt-4.1-mini,success,
1497,0.2,0.1,gpt-4.1-mini,success,
1514,0.7,0.1,gpt-4.1-mini,success,
1542,0.4,0.2,gpt-4.1-mini,success,
1571,0.1,0.4,gpt-4.1-mini,success,
1596,0.0,0.0,gpt-4.1-mini,success,
1604,0.2,0.3,gpt-4.1-mini,success,
1636,0.4,0.1,gpt-4.1-mini,success,
1663,0.7,0.1,gpt-4.1-mini,success,
1678,0.8,0.0,gpt-4.1-mini,success,
1694,0.3,0.1,gpt-4.1-mini,success,
1704,0.1,0.2,gpt-4.1-mini,success,
1716,0.3,0.1,gpt-4.1-mini,success,
1720,0.3,0.0,gpt-4.1-mini,success,
1748,0.6,0.0,gpt-4.1-mini,success,
1768,0.7,0.0,gpt-4.1-mini,success,
1772,0.1,0.4,gpt-4.1-mini,success,
1796,0.3,0.0,gpt-4.1-mini,success,
1803,0.5,0.2,gpt-4.1-mini,success,
1815,0.8,0.0,gpt-4.1-mini,success,
1835,0.1,0.3,gpt-4.1-mini,success,
1849,0.7,0.0,gpt-4.1-mini,success,
1879,0.1,0.0,gpt-4.1-mini,success,
1907,0.0,0.6,gpt-4.1-mini,success,
1915,0.6,0.2,gpt-4.1-mini,success,
1922,0.7,0.1,gpt-4.1-mini,success,
1932,0.4,0.4,gpt-4.1-mini,success,
1943,0.3,0.7,gpt-4.1-mini,success,
1954,0.7,0.2,gpt-4.1-mini,success,
1971,0.0,0.1,gpt-4.1-mini,success,
1993,0.1,0.6,gpt-4.1-mini,success,
2016,0.0,0.1,gpt-4.1-mini,success,
2032,0.2,0.6,gpt-4.1-mini,success,
2046,0.7,0.1,gpt-4.1-mini,success,
2060,0.7,0.2,gpt-4.1-mini,success,
2077,0.6,0.1,gpt-4.1-mini,success,
2097,0.7,0.1,gpt-4.1-mini,success,
2112,0.3,0.4,gpt-4.1-mini,success,
2126,0.8,0.1,gpt-4.1-mini,success,
2143,0.4,0.1,gpt-4.1-mini,success,
2158,0.1,0.9,gpt-4.1-mini,success,
2170,0.3,0.4,gpt-4.1-mini,success,
2199,0.6,0.0,gpt-4.1-mini,success,
2204,0.1,0.4,gpt-4.1-mini,success,
2211,0.8,0.0,gpt-4.1-mini,success,
2227,0.6,0.1,gpt-4.1-mini,success,
2242,0.8,0.0,gpt-4.1-mini,success,
2258,0.6,0.2,gpt-4.1-mini,success,
2273,0.1,0.9,gpt-4.1-mini,success,
2298,0.6,0.1,gpt-4.1-mini,success,
2326,0.8,0.0,gpt-4.1-mini,success,
2339,0.8,0.0,gpt-4.1-mini,success,
2356,0.7,0.3,gpt-4.1-mini,success,
2373,0.7,0.2,gpt-4.1-mini,success,
2379,0.8,0.0,gpt-4.1-mini,success,
2388,0.8,0.1,gpt-4.1-mini,success,
2404,0.8,0.1,gpt-4.1-mini,success,
2411,0.2,0.1,gpt-4.1-mini,success,
2421,0.7,0.0,gpt-4.1-mini,success,
2426,0.7,0.3,gpt-4.1-mini,success,
2432,0.0,0.0,gpt-4.1-mini,success,
2452,0.6,0.0,gpt-4.1-mini,success,
2473,0.6,0.0,gpt-4.1-mini,success,
2486,0.2,0.6,gpt-4.1-mini,success,
2494,0.85,0.05,gpt-4.1-mini,success,
2510,0.8,0.0,gpt-4.1-mini,success,
2531,0.3,0.0,gpt-4.1-mini,success,
2551,0.7,0.3,gpt-4.1-mini,success,
2568,0.3,0.2,gpt-4.1-mini,success,
2593,0.8,0.0,gpt-4.1-mini,success,
2597,0.7,0.0,gpt-4.1-mini,success,
2604,0.3,0.4,gpt-4.1-mini,success,
2613,0.7,0.1,gpt-4.1-mini,success,
2620,0.1,0.9,gpt-4.1-mini,success,
2629,0.2,0.0,gpt-4.1-mini,success,
2634,0.2,0.1,gpt-4.1-mini,success,
2648,0.7,0.0,gpt-4.1-mini,success,
2666,0.0,0.3,gpt-4.1-mini,success,
2672,0.1,0.6,gpt-4.1-mini,success,
2685,0.3,0.5,gpt-4.1-mini,success,
2702,0.1,0.9,gpt-4.1-mini,success,
2717,0.4,0.1,gpt-4.1-mini,success,
2726,0.8,0.1,gpt-4.1-mini,success,
2730,0.3,0.4,gpt-4.1-mini,success,
2744,0.1,0.8,gpt-4.1-mini,success,
2769,0.0,0.0,gpt-4.1-mini,success,
2771,0.0,0.0,gpt-4.1-mini,success,
2789,0.1,0.4,gpt-4.1-mini,success,
2796,0.2,0.0,gpt-4.1-mini,success,
2814,0.1,0.7,gpt-4.1-mini,success,
2831,0.3,0.4,gpt-4.1-mini,success,
2856,0.6,0.3,gpt-4.1-mini,success,
2863,0.3,0.1,gpt-4.1-mini,success,
2889,0.2,0.7,gpt-4.1-mini,success,
2905,0.4,0.4,gpt-4.1-mini,success,
2918,0.6,0.0,gpt-4.1-mini,success,
2924,0.1,0.7,gpt-4.1-mini,success,
2936,0.1,0.0,gpt-4.1-mini,success,
2940,0.3,0.0,gpt-4.1-mini,success,
2973,0.6,0.2,gpt-4.1-mini,success,
2981,0.7,0.1,gpt-4.1-mini,success,
2996,0.6,0.0,gpt-4.1-mini,success,
3008,0.1,0.8,gpt-4.1-mini,success,
3025,0.3,0.4,gpt-4.1-mini,success,
3039,0.1,0.4,gpt-4.1-mini,success,
3055,0.1,0.0,gpt-4.1-mini,success,
3080,0.1,0.1,gpt-4.1-mini,success,
3104,0.3,0.0,gpt-4.1-mini,success,
3136,0.6,0.1,gpt-4.1-mini,success,
3157,0.85,0.05,gpt-4.1-mini,success,
3184,0.3,0.4,gpt-4.1-mini,success,
3201,0.9,0.0,gpt-4.1-mini,success,
3215,0.4,0.3,gpt-4.1-mini,success,
3227,0.8,0.0,gpt-4.1-mini,success,
3252,0.4,0.3,gpt-4.1-mini,success,
3282,0.7,0.1,gpt-4.1-mini,success,
3300,0.4,0.3,gpt-4.1-mini,success,
3321,0.6,0.2,gpt-4.1-mini,success,
3343,0.1,0.2,gpt-4.1-mini,success,
3354,0.1,0.4,gpt-4.1-mini,success,
3359,0.1,0.0,gpt-4.1-mini,success,
3378,0.6,0.4,gpt-4.1-mini,success,
3385,0.8,0.1,gpt-4.1-mini,success,
3392,0.2,0.6,gpt-4.1-mini,success,
3408,0.4,0.1,gpt-4.1-mini,success,
3421,0.2,0.6,gpt-4.1-mini,success,
3429,0.3,0.4,gpt-4.1-mini,success,
3440,0.9,0.0,gpt-4.1-mini,success,
3453,0.1,0.7,gpt-4.1-mini,success,
3479,0.2,0.6,gpt-4.1-mini,success,
3510,0.4,0.6,gpt-4.1-mini,success,
3530,0.2,0.3,gpt-4.1-mini,success,
3551,0.2,0.4,gpt-4.1-mini,success,
3572,0.7,0.0,gpt-4.1-mini,success,
3590,0.4,0.3,gpt-4.1-mini,success,
3598,0.7,0.0,gpt-4.1-mini,success,
3616,0.8,0.2,gpt-4.1-mini,success,
3622,0.7,0.3,gpt-4.1-mini,success,
3626,0.8,0.0,gpt-4.1-mini,success,
3642,0.8,0.0,gpt-4.1-mini,success,
3656,0.7,0.1,gpt-4.1-mini,success,
3674,0.2,0.6,gpt-4.1-mini,success,
3694,0.8,0.1,gpt-4.1-mini,success,
3710,0.4,0.3,gpt-4.1-mini,success,
3729,0.9,0.0,gpt-4.1-mini,success,
3748,0.3,0.7,gpt-4.1-mini,success,
3773,0.0,0.0,gpt-4.1-mini,success,
3777,0.1,0.3,gpt-4.1-mini,success,
3787,0.8,0.0,gpt-4.1-mini,success,
3798,0.6,0.0,gpt-4.1-mini,success,
3817,0.7,0.3,gpt-4.1-mini,success,
3827,0.3,0.2,gpt-4.1-mini,success,
3838,0.8,0.0,gpt-4.1-mini,success,
3842,0.8,0.1,gpt-4.1-mini,success,
3850,0.7,0.0,gpt-4.1-mini,success,
3865,0.3,0.0,gpt-4.1-mini,success,
3890,0.0,0.7,gpt-4.1-mini,success,
3912,0.2,0.0,gpt-4.1-mini,success,
3932,0.0,0.7,gpt-4.1-mini,success,
3947,0.8,0.1,gpt-4.1-mini,success,
3966,0.2,0.8,gpt-4.1-mini,success,
3995,0.4,0.5,gpt-4.1-mini,success,
4017,0.2,0.6,gpt-4.1-mini,success,
4051,0.7,0.0,gpt-4.1-mini,success,
4079,0.4,0.1,gpt-4.1-mini,success,
4099,0.7,0.0,gpt-4.1-mini,success,
4116,0.8,0.0,gpt-4.1-mini,success,
4136,0.8,0.0,gpt-4.1-mini,success,
4157,0.2,0.6,gpt-4.1-mini,success,
4174,0.1,0.9,gpt-4.1-mini,success,
4199,0.3,0.7,gpt-4.1-mini,success,
4211,0.2,0.8,gpt-4.1-mini,success,
4227,0.7,0.3,gpt-4.1-mini,success,
4244,0.3,0.2,gpt-4.1-mini,success,
4249,0.3,0.5,gpt-4.1-mini,success,
4255,0.1,0.4,gpt-4.1-mini,success,
4280,0.7,0.0,gpt-4.1-mini,success,
4292,0.6,0.4,gpt-4.1-mini,success,
4309,0.8,0.0,gpt-4.1-mini,success,
4312,0.4,0.3,gpt-4.1-mini,success,
4329,0.1,0.7,gpt-4.1-mini,success,
4349,0.7,0.0,gpt-4.1-mini,success,
4363,0.3,0.7,gpt-4.1-mini,success,
4391,0.6,0.2,gpt-4.1-mini,success,
4413,0.3,0.4,gpt-4.1-mini,success,
4439,0.9,0.0,gpt-4.1-mini,success,
4455,0.7,0.1,gpt-4.1-mini,success,
4476,0.1,0.1,gpt-4.1-mini,success,
4488,0.7,0.0,gpt-4.1-mini,success,
4509,0.4,0.2,gpt-4.1-mini,success,
4522,0.0,0.0,gpt-4.1-mini,success,
4541,0.1,0.7,gpt-4.1-mini,success,
4574,0.7,0.1,gpt-4.1-mini,success,
4579,0.0,0.0,gpt-4.1-mini,success,
4584,0.7,0.0,gpt-4.1-mini,success,
4608,0.3,0.1,gpt-4.1-mini,success,
4612,0.8,0.0,gpt-4.1-mini,success,
4618,0.2,0.0,gpt-4.1-mini,success,
4626,0.6,0.1,gpt-4.1-mini,success,
4646,0.3,0.2,gpt-4.1-mini,success,
4673,0.2,0.6,gpt-4.1-mini,success,
4686,0.8,0.0,gpt-4.1-mini,success,
4693,0.0,0.0,gpt-4.1-mini,success,
4720,0.3,0.7,gpt-4.1-mini,success,
4746,0.2,0.8,gpt-4.1-mini,success,
4755,0.0,0.6,gpt-4.1-mini,success,
4757,0.1,0.0,gpt-4.1-mini,success,
