entry_index,positive_affect_llm,negative_affect_llm,model,status,error
6607,0.1,0.8,gpt-4.1-mini,success,
6621,0.1,0.9,gpt-4.1-mini,success,
6647,0.6,0.1,gpt-4.1-mini,success,
6678,0.6,0.3,gpt-4.1-mini,success,
6699,0.85,0.15,gpt-4.1-mini,success,
6718,0.9,0.0,gpt-4.1-mini,success,
6740,0.6,0.3,gpt-4.1-mini,success,
6771,0.2,0.8,gpt-4.1-mini,success,
6797,0.1,0.8,gpt-4.1-mini,success,
6825,0.2,0.6,gpt-4.1-mini,success,
6848,0.4,0.3,gpt-4.1-mini,success,
6868,0.85,0.1,gpt-4.1-mini,success,
6900,0.2,0.7,gpt-4.1-mini,success,
6929,0.1,0.9,gpt-4.1-mini,success,
6951,0.4,0.1,gpt-4.1-mini,success,
6974,0.4,0.3,gpt-4.1-mini,success,
6978,0.8,0.2,gpt-4.1-mini,success,
7005,0.6,0.4,gpt-4.1-mini,success,
7046,0.4,0.3,gpt-4.1-mini,success,
7083,0.4,0.4,gpt-4.1-mini,success,
7114,0.2,0.8,gpt-4.1-mini,success,
7141,0.3,0.4,gpt-4.1-mini,success,
7160,0.7,0.1,gpt-4.1-mini,success,
7178,0.0,0.0,gpt-4.1-mini,success,
7212,0.7,0.3,gpt-4.1-mini,success,
7242,0.85,0.0,gpt-4.1-mini,success,
7269,0.4,0.6,gpt-4.1-mini,success,
7308,0.5,0.4,gpt-4.1-mini,success,
7344,0.3,0.7,gpt-4.1-mini,success,
7354,0.4,0.6,gpt-4.1-mini,success,
7368,0.85,0.15,gpt-4.1-mini,success,
7377,0.3,0.7,gpt-4.1-mini,success,
7387,0.3,0.7,gpt-4.1-mini,success,
7398,0.7,0.2,gpt-4.1-mini,success,
7404,0.1,0.9,gpt-4.1-mini,success,
7411,0.7,0.1,gpt-4.1-mini,success,
7417,0.2,0.1,gpt-4.1-mini,success,
7466,0.9,0.0,gpt-4.1-mini,success,
7469,0.3,0.7,gpt-4.1-mini,success,
7499,0.6,0.1,gpt-4.1-mini,success,
7504,0.3,0.4,gpt-4.1-mini,success,
7530,0.8,0.0,gpt-4.1-mini,success,
7534,0.5,0.4,gpt-4.1-mini,success,
7546,0.4,0.6,gpt-4.1-mini,success,
7562,0.7,0.3,gpt-4.1-mini,success,
7623,0.6,0.7,gpt-4.1-mini,success,
7652,0.6,0.4,gpt-4.1-mini,success,
7684,0.6,0.4,gpt-4.1-mini,success,
7704,0.3,0.7,gpt-4.1-mini,success,
7716,0.6,0.4,gpt-4.1-mini,success,
7724,0.4,0.6,gpt-4.1-mini,success,
7734,0.4,0.5,gpt-4.1-mini,success,
7746,0.2,0.4,gpt-4.1-mini,success,
7785,0.2,0.1,gpt-4.1-mini,success,
7813,0.6,0.1,gpt-4.1-mini,success,
7827,0.4,0.3,gpt-4.1-mini,success,
7833,0.6,0.3,gpt-4.1-mini,success,
7856,0.6,0.3,gpt-4.1-mini,success,
7884,0.6,0.1,gpt-4.1-mini,success,
7893,0.6,0.0,gpt-4.1-mini,success,
7899,0.2,0.8,gpt-4.1-mini,success,
7921,0.3,0.0,gpt-4.1-mini,success,
7926,0.7,0.1,gpt-4.1-mini,success,
7934,0.6,0.0,gpt-4.1-mini,success,
7940,0.2,0.1,gpt-4.1-mini,success,
7945,0.3,0.0,gpt-4.1-mini,success,
7951,0.6,0.1,gpt-4.1-mini,success,
7969,0.75,0.25,gpt-4.1-mini,success,
7980,0.1,0.4,gpt-4.1-mini,success,
8017,0.7,0.3,gpt-4.1-mini,success,
8026,0.8,0.0,gpt-4.1-mini,success,
8032,0.7,0.3,gpt-4.1-mini,success,
8038,0.8,0.0,gpt-4.1-mini,success,
8042,0.2,0.6,gpt-4.1-mini,success,
8053,0.0,0.7,gpt-4.1-mini,success,
8064,0.6,0.4,gpt-4.1-mini,success,
8094,0.3,0.4,gpt-4.1-mini,success,
8125,0.8,0.0,gpt-4.1-mini,success,
8131,0.4,0.6,gpt-4.1-mini,success,
8139,0.7,0.1,gpt-4.1-mini,success,
8147,0.4,0.5,gpt-4.1-mini,success,
8156,0.1,0.9,gpt-4.1-mini,success,
8168,0.7,0.3,gpt-4.1-mini,success,
8176,0.7,0.1,gpt-4.1-mini,success,
8188,0.7,0.1,gpt-4.1-mini,success,
8197,0.6,0.2,gpt-4.1-mini,success,
8209,0.4,0.6,gpt-4.1-mini,success,
8224,0.1,0.8,gpt-4.1-mini,success,
8231,0.1,0.9,gpt-4.1-mini,success,
8239,0.3,0.7,gpt-4.1-mini,success,
8247,0.3,0.7,gpt-4.1-mini,success,
8257,0.6,0.4,gpt-4.1-mini,success,
8266,0.4,0.6,gpt-4.1-mini,success,
8274,0.6,0.4,gpt-4.1-mini,success,
8283,0.3,0.7,gpt-4.1-mini,success,
8352,0.1,0.7,gpt-4.1-mini,success,
8362,0.4,0.6,gpt-4.1-mini,success,
8377,0.3,0.7,gpt-4.1-mini,success,
8396,0.8,0.2,gpt-4.1-mini,success,
8416,0.8,0.0,gpt-4.1-mini,success,
8423,0.1,0.9,gpt-4.1-mini,success,
8433,0.1,0.9,gpt-4.1-mini,success,
8468,0.3,0.4,gpt-4.1-mini,success,
8506,0.6,0.2,gpt-4.1-mini,success,
8533,0.6,0.4,gpt-4.1-mini,success,
8545,0.1,0.9,gpt-4.1-mini,success,
8562,0.6,0.4,gpt-4.1-mini,success,
8589,0.7,0.3,gpt-4.1-mini,success,
8614,0.35,0.65,gpt-4.1-mini,success,
8641,0.2,0.8,gpt-4.1-mini,success,
8663,0.2,0.8,gpt-4.1-mini,success,
8717,0.4,0.3,gpt-4.1-mini,success,
8762,0.4,0.6,gpt-4.1-mini,success,
8794,0.3,0.4,gpt-4.1-mini,success,
8817,0.3,0.7,gpt-4.1-mini,success,
8836,0.3,0.4,gpt-4.1-mini,success,
8857,0.3,0.7,gpt-4.1-mini,success,
8886,0.75,0.15,gpt-4.1-mini,success,
8914,0.4,0.6,gpt-4.1-mini,success,
8943,0.3,0.7,gpt-4.1-mini,success,
8955,0.7,0.3,gpt-4.1-mini,success,
8967,0.85,0.15,gpt-4.1-mini,success,
8982,0.3,0.7,gpt-4.1-mini,success,
8995,0.6,0.2,gpt-4.1-mini,success,
9007,0.3,0.2,gpt-4.1-mini,success,
9017,0.9,0.1,gpt-4.1-mini,success,
9031,0.9,0.1,gpt-4.1-mini,success,
9040,0.8,0.1,gpt-4.1-mini,success,
9050,0.6,0.1,gpt-4.1-mini,success,
